CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges,Churn
1194,Male,1,63,47.34,One year,UPI,2982.42,No
1195,Male,0,23,20.8,Month-to-month,Debit card,478.4,No
1196,Female,1,66,117.06,Month-to-month,Debit card,7725.96,Yes
1197,Female,0,42,102.43,Month-to-month,Net Banking,4302.06,Yes
1198,Female,0,71,81.56,Two year,Debit card,5790.76,No
1199,Male,0,71,103.05,Month-to-month,UPI,7316.55,Yes
1200,Male,1,43,101.03,Month-to-month,Credit card,4344.29,Yes
1201,Male,0,55,113.19,One year,UPI,6225.45,Yes
1202,Female,0,56,58.61,Month-to-month,UPI,3282.16,Yes
1203,Female,0,31,75.49,Two year,Credit card,2340.19,No
1204,Male,0,56,29.86,Month-to-month,Debit card,1672.16,No
1205,Female,0,48,116.53,One year,Credit card,5593.44,Yes
1206,Female,0,52,118.51,One year,Credit card,6162.52,No
1207,Male,0,1,98.91,Two year,Credit card,98.91,Yes
1208,Female,0,2,65.41,Month-to-month,Debit card,130.82,Yes
1209,Male,1,42,69.66,Two year,Credit card,2925.72,No
1210,Female,0,9,63.54,Month-to-month,UPI,571.86,Yes
1211,Female,0,31,49.33,Month-to-month,Credit card,1529.23,No
1212,Female,0,2,72.78,Month-to-month,Credit card,145.56,Yes
1213,Male,0,24,25.34,One year,Net Banking,608.16,Yes
1214,Female,0,43,119.19,Month-to-month,Net Banking,5125.17,Yes
1215,Male,0,70,62.41,Month-to-month,UPI,4368.7,Yes
1216,Female,1,43,112.74,Month-to-month,Debit card,4847.82,Yes
1217,Male,0,51,92.43,Month-to-month,Net Banking,4713.93,Yes
1218,Male,0,46,48.99,Month-to-month,UPI,2253.54,No
1219,Male,1,1,42.21,Month-to-month,Net Banking,42.21,Yes
1220,Female,0,67,119.57,Two year,Net Banking,8011.19,No
1221,Male,0,1,97.21,Month-to-month,Debit card,97.21,Yes
1222,Female,0,63,44.97,Month-to-month,Debit card,2833.11,No
1223,Male,0,62,26.74,One year,Net Banking,1657.88,Yes
1224,Male,0,61,89.69,Month-to-month,Net Banking,5471.09,Yes
1225,Male,0,40,50.3,Month-to-month,Debit card,2012.0,No
1226,Male,0,29,42.13,Month-to-month,Debit card,1221.77,No
1227,Female,0,35,93.49,Two year,UPI,3272.15,No
1228,Female,0,11,87.93,Two year,Net Banking,967.23,Yes
1229,Male,0,11,68.14,Month-to-month,Debit card,749.54,Yes
1230,Female,0,63,114.27,Month-to-month,Net Banking,7199.01,Yes
1231,Female,0,69,87.96,Month-to-month,UPI,6069.24,Yes
1232,Male,1,56,109.34,Month-to-month,Credit card,6123.04,Yes
1233,Female,0,7,39.06,Month-to-month,Net Banking,273.42,Yes
1234,Female,0,51,49.66,One year,UPI,2532.66,No
1235,Male,1,39,30.45,Month-to-month,Credit card,1187.55,No
1236,Female,0,42,50.46,One year,Net Banking,2119.32,Yes
1237,Male,1,53,117.18,Month-to-month,UPI,6210.54,Yes
1238,Female,0,21,116.29,Two year,Credit card,2442.09,No
1239,Male,1,30,96.04,Month-to-month,UPI,2881.2,Yes
1240,Female,0,1,72.1,One year,UPI,72.1,Yes
1241,Female,1,24,98.08,One year,UPI,2353.92,No
1242,Female,1,6,75.35,One year,UPI,452.1,Yes
1243,Female,0,6,20.35,Month-to-month,Credit card,122.1,Yes
1244,Female,0,69,70.15,Month-to-month,Debit card,4840.35,No
1245,Male,0,62,79.89,One year,UPI,4953.18,No
1246,Female,0,35,46.57,One year,Credit card,1629.95,No
1247,Male,0,35,40.33,Month-to-month,UPI,1411.55,No
1248,Male,0,48,47.38,Month-to-month,Net Banking,2274.24,No
1249,Female,1,43,82.36,Month-to-month,Net Banking,3541.48,Yes
1250,Male,0,35,34.61,One year,Debit card,1211.35,No
1251,Female,0,5,92.03,One year,Credit card,460.15,Yes
1252,Female,0,31,62.27,One year,Net Banking,1930.37,No
1253,Female,0,31,55.33,Month-to-month,Credit card,1715.23,No
1254,Female,0,8,100.72,Month-to-month,Net Banking,805.76,Yes
1255,Male,0,6,70.61,One year,Credit card,423.66,Yes
1256,Female,0,53,57.84,Month-to-month,UPI,3065.52,No
1257,Female,1,44,107.82,Month-to-month,UPI,4744.08,Yes
1258,Female,0,49,56.83,Month-to-month,Net Banking,2784.67,No
1259,Male,0,8,105.9,Month-to-month,Debit card,847.2,Yes
1260,Male,0,64,70.42,One year,Net Banking,4506.88,No
1261,Male,0,4,40.8,Month-to-month,Net Banking,163.2,Yes
1262,Male,0,32,81.28,Month-to-month,Debit card,2600.96,Yes
1263,Female,0,53,48.53,Month-to-month,UPI,2572.09,Yes
1264,Male,0,67,34.72,One year,UPI,2326.24,No
1265,Male,0,63,28.65,Month-to-month,Net Banking,1804.95,No
1266,Male,0,60,44.17,One year,Credit card,2650.2,No
1267,Male,0,33,93.66,Month-to-month,Net Banking,3090.78,Yes
1268,Female,0,22,103.8,Month-to-month,UPI,2283.6,Yes
1269,Female,0,31,106.17,Month-to-month,Credit card,3291.27,Yes
1270,Male,0,24,47.01,Two year,Debit card,1128.24,No
1271,Male,0,3,86.1,Month-to-month,UPI,258.3,Yes
1272,Female,0,33,43.04,One year,Debit card,1420.32,No
1273,Female,0,26,82.28,Two year,UPI,2139.28,No
1274,Female,0,51,108.72,Month-to-month,UPI,5544.72,Yes
1275,Female,0,30,24.09,One year,Credit card,722.7,No
1276,Male,0,35,118.52,Month-to-month,UPI,4148.2,Yes
1277,Male,0,25,102.71,Month-to-month,Net Banking,2567.75,Yes
1278,Female,0,28,96.17,Month-to-month,Debit card,2692.76,Yes
1279,Male,0,26,89.14,One year,UPI,2317.64,No
1280,Male,0,8,97.03,Month-to-month,Net Banking,776.24,Yes
1281,Male,0,15,119.46,Month-to-month,Debit card,1791.9,Yes
1282,Female,0,49,97.02,Month-to-month,Net Banking,4753.98,Yes
1283,Female,1,8,55.16,Month-to-month,UPI,441.28,Yes
1284,Female,0,55,81.39,Two year,Net Banking,4476.45,No
1285,Female,0,58,53.69,Month-to-month,Debit card,3114.02,No
1286,Male,1,3,117.01,Two year,Debit card,351.03,Yes
1287,Female,0,9,110.01,One year,Debit card,990.09,Yes
1288,Female,0,14,76.76,One year,UPI,1074.64,No
1289,Male,0,20,98.13,Month-to-month,Credit card,1962.6,Yes
1290,Female,0,4,110.97,Month-to-month,Net Banking,443.88,Yes
1291,Male,1,24,44.36,Month-to-month,Debit card,1064.64,No
1292,Female,1,28,77.95,Month-to-month,Debit card,2182.6,No
1293,Male,0,31,68.17,Month-to-month,Credit card,2113.27,No
1294,Male,0,67,97.16,Month-to-month,Debit card,6509.72,Yes
1295,Male,0,64,57.91,Two year,Debit card,3706.24,No
1296,Male,0,17,90.9,Month-to-month,UPI,1545.3,Yes
1297,Female,0,6,60.3,Month-to-month,Credit card,361.8,Yes
1298,Male,0,60,31.11,One year,Debit card,1866.6,Yes
1299,Male,0,11,30.71,Month-to-month,UPI,337.81,Yes
1300,Female,1,38,31.91,Month-to-month,UPI,1212.58,No
1301,Male,0,34,23.25,Month-to-month,UPI,790.5,No
1302,Male,0,47,73.3,Month-to-month,UPI,3445.1,Yes
1303,Female,0,32,87.19,Month-to-month,Credit card,2790.08,Yes
1304,Female,1,57,32.67,Month-to-month,Credit card,1862.19,No
1305,Female,1,46,81.19,Month-to-month,UPI,3734.74,Yes
1306,Male,0,35,79.77,Month-to-month,Credit card,2791.95,Yes
1307,Male,0,22,34.71,Month-to-month,Net Banking,763.62,No
1308,Female,1,16,60.41,One year,Net Banking,966.56,No
1309,Female,1,5,95.51,Month-to-month,UPI,477.55,Yes
1310,Female,0,26,21.68,Month-to-month,Debit card,563.68,No
1311,Male,0,24,34.69,Two year,Debit card,832.56,No
1312,Male,0,67,119.58,One year,Net Banking,8011.86,Yes
1313,Female,0,32,93.35,Month-to-month,UPI,2987.2,Yes
1314,Male,1,23,66.41,Two year,Net Banking,1527.43,No
1315,Male,0,49,82.98,One year,Net Banking,4066.02,No
1316,Male,0,62,104.62,Month-to-month,Debit card,6486.44,Yes
1317,Female,0,66,104.23,Two year,Net Banking,6879.18,No
1318,Female,0,11,52.47,Month-to-month,UPI,577.17,Yes
1319,Male,0,18,69.13,Two year,Debit card,1244.34,No
1320,Female,0,10,83.81,Month-to-month,Debit card,838.1,Yes
1321,Male,0,60,27.19,Month-to-month,Net Banking,1631.4,Yes
1322,Male,0,8,114.58,One year,Credit card,916.64,Yes
1323,Female,0,71,63.27,Month-to-month,Net Banking,4492.17,No
1324,Female,1,48,57.09,Month-to-month,UPI,2740.32,No
1325,Female,0,41,110.71,One year,Credit card,4539.11,Yes
1326,Male,0,8,31.83,Month-to-month,UPI,254.64,Yes
1327,Female,0,37,23.93,Two year,Debit card,885.41,No
1328,Male,0,37,88.5,Month-to-month,UPI,3274.5,Yes
1329,Male,0,64,58.5,Two year,UPI,3744.0,No
1330,Male,0,59,96.45,Month-to-month,UPI,5690.55,Yes
1331,Male,1,45,26.85,Month-to-month,Net Banking,1208.25,Yes
1332,Male,0,16,58.38,Month-to-month,Net Banking,934.08,Yes
1333,Female,0,26,43.53,One year,UPI,1131.78,No
1334,Male,0,31,93.96,Month-to-month,Net Banking,2912.76,Yes
1335,Male,0,27,42.72,Month-to-month,Debit card,1153.44,No
1336,Female,0,43,65.79,Month-to-month,Debit card,2828.97,No
1337,Male,1,15,101.89,Month-to-month,Credit card,1528.35,Yes
1338,Female,0,58,111.54,Month-to-month,Net Banking,6469.32,Yes
1339,Male,0,49,92.26,One year,Net Banking,4520.74,No
1340,Female,0,25,62.92,Month-to-month,UPI,1573.0,Yes
1341,Female,0,68,77.2,Month-to-month,Credit card,5249.6,No
1342,Female,1,36,88.97,Two year,Debit card,3202.92,No
1343,Female,0,47,107.49,One year,Debit card,5052.03,Yes
1344,Female,0,59,108.86,Two year,UPI,6422.74,No
1345,Male,1,52,113.1,Two year,Net Banking,5881.2,No
1346,Female,0,40,101.07,Month-to-month,UPI,4042.8,Yes
1347,Female,0,43,34.68,Two year,Credit card,1491.24,No
1348,Female,1,56,94.76,Month-to-month,Debit card,5306.56,Yes
1349,Male,0,3,101.46,Two year,Credit card,304.38,Yes
1350,Female,0,71,107.79,Month-to-month,Debit card,7653.09,Yes
1351,Male,0,12,112.48,Month-to-month,Debit card,1349.76,Yes
1352,Male,0,65,70.92,One year,Credit card,4609.8,No
1353,Female,0,43,85.51,Two year,Debit card,3676.93,No
1354,Male,0,70,20.96,One year,Debit card,1467.2,No
1355,Male,0,46,77.28,Month-to-month,Credit card,3554.88,No
1356,Male,0,60,67.32,Month-to-month,Debit card,4039.2,No
1357,Male,0,61,116.23,One year,Credit card,7090.03,No
1358,Male,0,49,110.17,Month-to-month,UPI,5398.33,Yes
1359,Female,0,25,99.76,One year,Net Banking,2494.0,Yes
1360,Male,0,3,25.7,Month-to-month,Net Banking,77.1,Yes
1361,Male,0,68,60.2,Month-to-month,Net Banking,4093.6,No
1362,Male,0,63,89.6,One year,Debit card,5644.8,No
1363,Male,0,30,22.97,One year,Credit card,689.1,No
1364,Male,1,4,43.58,Two year,Net Banking,174.32,Yes
1365,Female,1,71,108.75,Month-to-month,Debit card,7721.25,Yes
1366,Male,0,21,32.98,Two year,Debit card,692.58,No
1367,Male,0,71,25.14,Two year,Credit card,1784.94,No
1368,Male,0,1,78.06,One year,UPI,78.06,Yes
1369,Female,0,60,114.65,Two year,Credit card,6879.0,No
1370,Female,1,34,103.46,One year,Debit card,3517.64,Yes
1371,Female,0,3,117.48,Month-to-month,UPI,352.44,Yes
1372,Male,0,18,95.35,Month-to-month,UPI,1716.3,Yes
1373,Male,0,43,63.74,One year,Net Banking,2740.82,No
1374,Male,0,41,114.66,Two year,Debit card,4701.06,No
1375,Male,0,24,62.66,Month-to-month,Credit card,1503.84,No
1376,Male,0,24,55.01,One year,Credit card,1320.24,Yes
1377,Male,0,3,64.82,One year,Net Banking,194.46,Yes
1378,Male,0,59,101.4,Month-to-month,Debit card,5982.6,Yes
1379,Male,0,58,111.77,Month-to-month,Credit card,6482.66,Yes
1380,Male,0,24,55.77,One year,Credit card,1338.48,No
1381,Male,0,66,66.22,Month-to-month,Credit card,4370.52,No
1382,Male,0,40,109.83,Month-to-month,UPI,4393.2,Yes
1383,Female,0,71,24.7,One year,UPI,1753.7,No
1384,Female,0,9,98.39,One year,Net Banking,885.51,Yes
1385,Female,0,60,65.42,Month-to-month,Net Banking,3925.2,No
1386,Female,1,39,57.65,Two year,Credit card,2248.35,No
1387,Male,0,33,64.69,Month-to-month,Debit card,2134.77,Yes
1388,Female,0,34,61.87,Month-to-month,Debit card,2103.58,No
1389,Female,0,62,95.66,One year,Net Banking,5930.92,Yes
1390,Female,0,61,112.79,One year,Debit card,6880.19,Yes
1391,Female,0,27,69.15,Month-to-month,Debit card,1867.05,No
1392,Female,0,17,103.27,Month-to-month,Credit card,1755.59,Yes
1393,Male,0,60,93.19,One year,Credit card,5591.4,No
1394,Female,1,42,53.07,One year,Debit card,2228.94,No
1395,Female,0,47,78.73,Month-to-month,Credit card,3700.31,Yes
1396,Male,1,53,86.68,Month-to-month,Debit card,4594.04,Yes
1397,Female,1,21,22.35,Month-to-month,Debit card,469.35,Yes
1398,Male,1,8,59.6,Month-to-month,UPI,476.8,Yes
1399,Male,1,58,119.26,Month-to-month,Debit card,6917.08,Yes
1400,Male,0,68,83.73,Month-to-month,UPI,5693.64,Yes
1401,Male,0,63,53.42,Month-to-month,Net Banking,3365.46,No
1402,Female,0,59,45.0,Month-to-month,Debit card,2655.0,Yes
1403,Female,0,30,40.95,Month-to-month,Net Banking,1228.5,Yes
1404,Male,1,25,60.16,Month-to-month,Credit card,1504.0,No
1405,Female,0,56,39.33,One year,UPI,2202.48,No
1406,Male,0,34,33.52,Month-to-month,Net Banking,1139.68,No
1407,Female,0,50,56.41,One year,Credit card,2820.5,No
1408,Female,0,2,80.7,One year,Debit card,161.4,Yes
1409,Male,1,53,34.64,Month-to-month,UPI,1835.92,No
1410,Female,0,41,24.43,Month-to-month,Debit card,1001.63,No
1411,Male,0,23,23.46,One year,Net Banking,539.58,Yes
1412,Male,0,61,46.74,Month-to-month,Debit card,2851.14,No
1413,Female,1,31,39.01,Month-to-month,Credit card,1209.31,Yes
1414,Female,0,66,73.93,One year,Net Banking,4879.38,No
1415,Male,1,2,65.57,Month-to-month,UPI,131.14,Yes
1416,Male,0,69,52.48,One year,Credit card,3621.12,No
1417,Female,0,60,103.35,Two year,Credit card,6201.0,No
1418,Female,0,23,70.49,Month-to-month,UPI,1621.27,No
1419,Female,0,57,29.15,Month-to-month,Credit card,1661.55,No
1420,Female,0,35,49.58,Month-to-month,Net Banking,1735.3,Yes
1421,Male,0,1,117.33,Two year,Debit card,117.33,Yes
1422,Female,0,48,117.7,Month-to-month,UPI,5649.6,Yes
1423,Female,0,49,45.47,Month-to-month,UPI,2228.03,No
1424,Male,1,40,36.72,Month-to-month,Net Banking,1468.8,No
1425,Female,0,62,69.57,Month-to-month,Net Banking,4313.34,No
1426,Male,0,15,68.15,Month-to-month,UPI,1022.25,No
1427,Male,0,30,61.01,Month-to-month,UPI,1830.3,Yes
1428,Female,1,21,72.94,Month-to-month,UPI,1531.74,No
1429,Female,1,8,43.22,Two year,UPI,345.76,Yes
1430,Male,1,7,31.49,One year,Net Banking,220.43,Yes
1431,Male,0,34,77.05,One year,Debit card,2619.7,No
1432,Female,1,64,113.26,Month-to-month,UPI,7248.64,Yes
1433,Male,0,42,33.77,Month-to-month,Credit card,1418.34,No
1434,Male,1,53,90.48,One year,Credit card,4795.44,No
1435,Male,0,70,63.79,Month-to-month,Credit card,4465.3,No
1436,Male,1,10,49.4,Month-to-month,Net Banking,494.0,Yes
1437,Male,0,58,105.31,Month-to-month,UPI,6107.98,Yes
1438,Male,0,4,65.65,Month-to-month,Net Banking,262.6,Yes
1439,Male,0,8,78.33,Month-to-month,Credit card,626.64,Yes
1440,Female,0,12,64.31,Month-to-month,Debit card,771.72,No
1441,Male,0,25,28.12,Month-to-month,Credit card,703.0,No
1442,Female,0,27,79.49,Two year,UPI,2146.23,No
1443,Male,0,2,61.88,Month-to-month,Debit card,123.76,Yes
1444,Female,0,55,28.68,Two year,Debit card,1577.4,No
1445,Male,0,58,79.58,Two year,Debit card,4615.64,No
1446,Female,0,33,20.99,One year,Credit card,692.67,No
1447,Female,1,49,40.85,Two year,Net Banking,2001.65,No
1448,Female,0,5,98.11,Month-to-month,Credit card,490.55,Yes
1449,Female,0,47,23.79,One year,UPI,1118.13,No
1450,Male,0,24,84.67,One year,Debit card,2032.08,Yes
1451,Male,0,44,114.97,Month-to-month,Net Banking,5058.68,Yes
1452,Male,0,68,37.12,Month-to-month,Net Banking,2524.16,No
1453,Male,0,14,61.71,Month-to-month,UPI,863.94,Yes
1454,Female,0,36,77.55,Month-to-month,UPI,2791.8,Yes
1455,Male,0,51,65.04,Two year,UPI,3317.04,No
1456,Male,0,6,82.04,Month-to-month,Debit card,492.24,Yes
1457,Male,1,17,60.41,Month-to-month,Debit card,1026.97,No
1458,Male,0,51,34.85,Two year,UPI,1777.35,No
1459,Female,0,52,28.9,Month-to-month,Debit card,1502.8,No
1460,Male,1,12,94.44,Two year,Credit card,1133.28,No
1461,Male,0,1,43.86,Two year,Net Banking,43.86,Yes
1462,Female,0,11,104.75,Two year,Debit card,1152.25,Yes
1463,Female,0,16,94.3,One year,Net Banking,1508.8,No
1464,Male,0,9,24.95,One year,Credit card,224.55,Yes
1465,Female,0,8,40.12,One year,Debit card,320.96,Yes
1466,Male,1,25,49.2,Month-to-month,UPI,1230.0,No
1467,Male,0,40,79.45,Month-to-month,UPI,3178.0,No
1468,Male,0,67,100.98,Month-to-month,Credit card,6765.66,Yes
1469,Male,1,23,26.03,One year,Credit card,598.69,Yes
1470,Female,1,62,44.96,One year,Debit card,2787.52,Yes
1471,Female,0,23,57.62,Month-to-month,Credit card,1325.26,Yes
1472,Female,1,44,38.34,One year,Net Banking,1686.96,No
1473,Female,0,56,74.53,One year,UPI,4173.68,Yes
1474,Male,0,68,67.8,One year,Debit card,4610.4,No
1475,Female,0,23,51.65,Month-to-month,Credit card,1187.95,Yes
1476,Female,0,9,71.69,Month-to-month,Net Banking,645.21,Yes
1477,Male,0,4,55.58,Month-to-month,UPI,222.32,Yes
1478,Male,0,34,54.32,Month-to-month,UPI,1846.88,Yes
1479,Female,0,34,46.54,Month-to-month,Debit card,1582.36,No
1480,Male,0,42,74.04,One year,Debit card,3109.68,No
1481,Male,0,3,64.41,Month-to-month,Debit card,193.23,Yes
1482,Male,1,34,39.63,Month-to-month,Debit card,1347.42,No
1483,Female,0,43,21.3,One year,Credit card,915.9,No
1484,Female,0,67,35.09,Month-to-month,Debit card,2351.03,No
1485,Female,1,37,24.28,One year,Credit card,898.36,Yes
1486,Male,0,12,63.16,Two year,Net Banking,757.92,No
1487,Female,0,16,42.51,One year,Net Banking,680.16,No
1488,Male,0,62,62.05,One year,UPI,3847.1,No
1489,Female,0,17,52.94,One year,Net Banking,899.98,Yes
1490,Male,0,15,73.8,Month-to-month,Net Banking,1107.0,No
1491,Male,1,26,92.39,Month-to-month,Debit card,2402.14,Yes
1492,Female,0,45,67.93,Month-to-month,Debit card,3056.85,No
1493,Female,0,2,26.2,Month-to-month,Debit card,52.4,Yes
1494,Female,0,17,21.75,Month-to-month,Net Banking,369.75,No
1495,Female,0,65,41.32,Month-to-month,Debit card,2685.8,Yes
1496,Male,0,30,62.5,One year,Debit card,1875.0,No
1497,Female,0,68,24.49,Two year,Debit card,1665.32,No
1498,Male,0,44,52.77,Month-to-month,Debit card,2321.88,No
1499,Male,1,60,108.7,Month-to-month,Credit card,6522.0,Yes
1500,Female,0,1,29.0,One year,Debit card,29.0,Yes
1501,Male,1,19,114.85,One year,Net Banking,2182.15,Yes
1502,Female,0,33,105.67,Month-to-month,Debit card,3487.11,Yes
1503,Female,0,36,103.18,Month-to-month,Debit card,3714.48,Yes
1504,Female,0,24,106.37,Month-to-month,Credit card,2552.88,Yes
1505,Male,0,25,28.01,Month-to-month,Debit card,700.25,No
1506,Female,1,11,35.12,One year,Debit card,386.32,Yes
1507,Female,0,9,33.44,Month-to-month,UPI,300.96,Yes
1508,Male,1,6,31.12,Month-to-month,Debit card,186.72,Yes
1509,Female,0,58,52.77,Month-to-month,Net Banking,3060.66,No
1510,Female,1,29,103.02,Two year,UPI,2987.58,No
1511,Male,1,11,45.2,Month-to-month,UPI,497.2,Yes
1512,Female,0,23,44.42,Month-to-month,Net Banking,1021.66,No
1513,Male,0,26,87.59,One year,Net Banking,2277.34,No
1514,Male,1,1,29.69,One year,Debit card,29.69,Yes
1515,Male,0,47,56.03,One year,Debit card,2633.41,No
1516,Male,1,41,49.54,Month-to-month,Debit card,2031.14,No
1517,Male,0,23,104.73,Two year,UPI,2408.79,No
1518,Male,0,5,71.45,Month-to-month,Net Banking,357.25,Yes
1519,Male,0,50,84.65,Month-to-month,Credit card,4232.5,Yes
1520,Male,0,9,32.9,Month-to-month,Credit card,296.1,Yes
1521,Male,0,4,112.89,Month-to-month,Debit card,451.56,Yes
1522,Female,1,71,52.25,Month-to-month,Net Banking,3709.75,No
1523,Female,0,65,90.68,One year,Debit card,5894.2,No
1524,Female,0,57,115.46,Month-to-month,UPI,6581.22,Yes
1525,Male,1,25,70.86,Two year,UPI,1771.5,No
1526,Male,0,58,70.75,One year,Credit card,4103.5,No
1527,Male,1,6,31.72,One year,Net Banking,190.32,Yes
1528,Female,0,14,59.03,One year,Net Banking,826.42,Yes
1529,Female,0,63,105.25,One year,UPI,6630.75,No
1530,Female,0,65,33.51,One year,Net Banking,2178.15,No
1531,Male,0,52,111.75,One year,Credit card,5811.0,No
1532,Male,0,65,86.73,Month-to-month,Debit card,5637.45,Yes
1533,Female,0,8,62.1,Month-to-month,Net Banking,496.8,Yes
1534,Female,1,8,74.65,Month-to-month,Net Banking,597.2,Yes
1535,Male,0,14,35.05,One year,Credit card,490.7,Yes
1536,Female,1,24,41.75,Month-to-month,Credit card,1002.0,No
1537,Female,0,64,48.64,Month-to-month,Debit card,3112.96,No
1538,Male,1,25,58.48,Month-to-month,Credit card,1462.0,Yes
1539,Female,0,6,111.55,One year,UPI,669.3,Yes
1540,Male,0,1,56.76,Two year,UPI,56.76,Yes
1541,Male,0,33,72.38,One year,Debit card,2388.54,No
1542,Male,1,14,36.2,One year,Debit card,506.8,No
1543,Female,0,63,93.6,Month-to-month,Net Banking,5896.8,Yes
1544,Male,0,56,76.03,Month-to-month,UPI,4257.68,No
1545,Male,0,62,63.99,Month-to-month,UPI,3967.38,Yes
1546,Male,0,28,114.72,Month-to-month,UPI,3212.16,Yes
1547,Female,1,29,109.07,Month-to-month,UPI,3163.03,Yes
1548,Female,0,23,85.95,Two year,Credit card,1976.85,No
1549,Female,0,44,112.18,Month-to-month,UPI,4935.92,Yes
1550,Male,0,38,76.48,Month-to-month,Debit card,2906.24,No
1551,Female,1,49,102.69,Two year,Net Banking,5031.81,No
1552,Female,1,43,60.95,Month-to-month,Net Banking,2620.85,No
1553,Female,0,10,28.67,Month-to-month,Debit card,286.7,Yes
1554,Female,0,27,119.41,Month-to-month,UPI,3224.07,Yes
1555,Male,0,8,36.56,Month-to-month,Credit card,292.48,Yes
1556,Male,0,68,45.15,One year,UPI,3070.2,Yes
1557,Male,0,30,36.31,Month-to-month,UPI,1089.3,No
1558,Male,0,13,53.75,One year,Debit card,698.75,Yes
1559,Male,0,58,48.93,Two year,Net Banking,2837.94,No
1560,Male,0,3,80.11,Month-to-month,Net Banking,240.33,Yes
1561,Female,0,5,119.65,Month-to-month,Net Banking,598.25,Yes
1562,Female,0,22,25.25,One year,Debit card,555.5,No
1563,Female,0,58,97.84,Month-to-month,Credit card,5674.72,Yes
1564,Female,0,66,32.8,Month-to-month,Credit card,2164.8,Yes
1565,Male,0,40,21.98,One year,Net Banking,879.2,No
1566,Male,0,5,83.86,Month-to-month,Net Banking,419.3,Yes
1567,Female,1,16,107.33,Two year,Credit card,1717.28,No
1568,Female,0,15,37.63,Month-to-month,Debit card,564.45,No
1569,Male,1,18,54.16,Month-to-month,Credit card,974.88,Yes
1570,Female,0,47,36.88,Two year,UPI,1733.36,No
1571,Female,0,4,110.65,Month-to-month,UPI,442.6,Yes
1572,Female,0,53,47.04,Month-to-month,Debit card,2493.12,No
1573,Male,0,58,64.47,Two year,Net Banking,3739.26,No
1574,Male,0,58,109.47,Month-to-month,UPI,6349.26,Yes
1575,Male,0,59,75.29,Month-to-month,Credit card,4442.11,Yes
1576,Female,1,34,113.28,Month-to-month,UPI,3851.52,Yes
1577,Male,0,30,112.65,Month-to-month,Credit card,3379.5,Yes
1578,Female,0,54,66.16,One year,Credit card,3572.64,No
1579,Female,0,68,78.24,Month-to-month,Credit card,5320.32,Yes
1580,Male,0,68,43.03,One year,UPI,2926.04,No
1581,Male,0,26,119.05,Month-to-month,Debit card,3095.3,Yes
1582,Male,0,3,47.83,Two year,Credit card,143.49,Yes
1583,Male,0,57,98.33,Month-to-month,UPI,5604.81,Yes
1584,Male,0,37,51.3,One year,Net Banking,1898.1,No
1585,Male,0,38,51.3,Two year,Debit card,1949.4,No
1586,Male,0,41,30.39,Month-to-month,UPI,1245.99,Yes
1587,Female,0,4,75.99,Month-to-month,Debit card,303.96,Yes
1588,Male,0,26,44.48,Month-to-month,UPI,1156.48,No
1589,Female,0,39,34.84,Two year,Credit card,1358.76,No
1590,Male,0,42,42.67,One year,Net Banking,1792.14,No
1591,Female,1,11,45.11,Two year,UPI,496.21,Yes
1592,Female,1,11,70.41,One year,Debit card,774.51,Yes
1593,Male,0,54,58.59,Month-to-month,Net Banking,3163.86,No
1594,Male,0,38,27.55,Month-to-month,Net Banking,1046.9,Yes
1595,Male,0,20,73.6,Two year,Net Banking,1472.0,No
1596,Female,0,26,98.77,Month-to-month,Credit card,2568.02,Yes
1597,Male,0,14,77.42,Month-to-month,Credit card,1083.88,Yes
1598,Male,1,50,117.45,Month-to-month,UPI,5872.5,Yes
1599,Female,0,25,29.92,Month-to-month,Credit card,748.0,No
1600,Female,0,55,102.12,Month-to-month,Net Banking,5616.6,Yes
1601,Female,0,51,70.57,One year,Debit card,3599.07,No
1602,Female,1,10,72.16,Month-to-month,Net Banking,721.6,Yes
1603,Female,0,14,71.91,Month-to-month,Net Banking,1006.74,No
1604,Female,1,5,52.53,Month-to-month,Credit card,262.65,Yes
1605,Female,0,57,52.46,One year,Debit card,2990.22,No
1606,Female,0,22,83.18,Month-to-month,Net Banking,1829.96,Yes
1607,Male,1,29,24.48,Month-to-month,Debit card,709.92,No
1608,Male,1,7,78.88,Two year,Debit card,552.16,Yes
1609,Female,0,18,92.46,Month-to-month,Net Banking,1664.28,Yes
1610,Female,1,31,55.63,Month-to-month,Credit card,1724.53,Yes
1611,Female,0,43,41.74,Month-to-month,Credit card,1794.82,No
1612,Female,0,35,41.34,Month-to-month,UPI,1446.9,No
1613,Female,0,71,28.18,Month-to-month,Net Banking,2000.78,No
1614,Male,0,4,28.97,Two year,Net Banking,115.88,Yes
1615,Female,0,51,36.67,Month-to-month,Debit card,1870.17,Yes
1616,Female,0,30,21.92,One year,Debit card,657.6,No
1617,Male,0,53,46.62,Two year,UPI,2470.86,No
1618,Female,0,14,50.64,Month-to-month,UPI,708.96,No
1619,Female,0,36,119.52,Month-to-month,Debit card,4302.72,Yes
1620,Male,0,12,119.17,One year,Debit card,1430.04,Yes
1621,Female,0,34,38.7,Month-to-month,UPI,1315.8,No
1622,Female,0,26,41.3,One year,Credit card,1073.8,No
1623,Female,0,6,69.19,One year,UPI,415.14,Yes
1624,Male,0,53,34.88,Month-to-month,Debit card,1848.64,No
